"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"607","rayyan-344225842","Oxidative stress intensity-related effects of cadmium ({Cd}) and paraquat ({PQ}) on {UV}-damaged-{DNA} binding and excision repair activities in zebrafish ({Danio} rerio)  embryos.",2017,1,NA,"Chemosphere","1879-1298 0045-6535",167,NA,"10--18","Ling, Li-Bin and Chang, Yung and Liu, Chia-Wei and Lai, Po-Ling and Hsu, Todd","","eng","",NA,"Our earlier studies showed the inhibitory effects of cadmium (Cd) and paraquat (PQ) on the gene expression of DNA mismatch recognition proteins in zebrafish  (Danio rerio) embryos. This study explored the effects of Cd and PQ on nucleotide  excision repair (NER) capacity in zebrafish embryos. Exposure of embryos at 1 h  post fertilization (hpf) to 3-5 μM Cd or 30-100 μM PQ for 9 h induced a 2-3-fold  increase of oxidative stress, while a 6.5-fold increase of oxidative stress was  induced by 200 μM PQ. Real-time RT-PCR detected a down-regulated xeroderma  pigmentosum C (XPC) and an up-regulated UV-DDB2 gene expression in  mildly-stressed embryos, whereas 8-oxoguanine DNA glycosylase (OGG1) gene  expression increased with PQ exposure levels. NER of UV-damaged DNA was enhanced  in weakly oxidant-stressed embryos as shown by a transcription-based DNA repair  assay, yet repair activities of both UV and cisplatin-damaged DNA were inhibited  in embryos exposed to 200 μM PQ. Band shift assay showed a suppression of  cyclobutane pyrimidine dimer (CPD) binding activity in all stressed embryos. In  contrast, (6-4) photoproduct (6-4PP) recognition activity was weakly stimulated  except in embryos exposed to 200 μM PQ, revealing a link of NER capacity to 6-4PP  binding. Our results showed that Cd and PQ imposed similar inducing effects on  UV-DDB2 gene expression, NER of UV-damaged DNA and 6-4PP binding activity in  zebrafish embryo under low levels of oxidative stress and NER capacity could be  inhibited if the intensity of oxidative stress increased to a critical level.","Place: England","10.1016/j.chemosphere.2016.09.068","Male;Animals;Female;DNA Damage;Water Pollutants;Chemical/*toxicity;*Oxidative stress;Herbicides/*toxicity;Oxidative Stress/drug effects;Paraquat/*toxicity;Cadmium/*toxicity;*Paraquat;*Zebrafish;Embryo;Nonmammalian/drug effects/metabolism;*Cadmium;*Nucleotide excision repair;*UV;*Zebrafish/genetics/metabolism;DNA Repair/drug effects;DNA/metabolism;Gene Expression/drug effects/radiation effects;Pyrimidine Dimers/metabolism;Ultraviolet Rays/*adverse effects;DNA (Cytosine-5-)-Methyltransferase;Oxidative Stress;DNA, A-Form;DNA, B-Form",NA,NA
"608","rayyan-344225843","Direct analysis of metabolites in the liver tissue of zebrafish exposed to fiproles by internal extractive electrospray ionization mass spectrometry.",2021,7,NA,"The Analyst","1364-5528 0003-2654",146,14,"4480--4486","Liu, Jun and Lu, Haiyan and Hua, Xiuyi and Gu, Yu and Pan, Wenhao and Dong, Deming and Liang, Dapeng","","eng","",NA,"Exploring the metabolic disturbance of fipronil and its derivatives in aquatic organisms may provide a more comprehensive understanding of the impact of  fipronil on the ecological environment. In this work, internal extractive  electrospray ionization mass spectrometry (iEESI-MS) was used to directly analyze  metabolites in the liver tissue of zebrafish exposed to fipronil and its three  derivatives. Partial least squares-discriminant analysis (PLS-DA) revealed that  32 signals were considered as differential signals in zebrafish after the  exposure treatment of fipronil and its derivatives, including  phosphatidylcholines (PCs), lysophosphatidylcholines (LPCs),  phosphatidylethanolamines (PEs), fatty acids and so on. The pathway analysis  result showed that both fipronil and its derivatives have a significant impact on  the glycerophospholipid metabolism of zebrafish. Besides, the intensities of PC  signals in the liver samples of each group showed such a trend: mixed fiprole  exposed group {\textgreater} fipronil sulfone exposed group ≈ fipronil sulfide exposed group {\textgreater}  fipronil exposed group {\textgreater} fipronil desulfinyl exposed group {\textgreater} control group,  indicating that mixed exposure of fipronil and its derivatives exhibited more  significant metabolic disturbance in zebrafish. Taken together, iEESI-MS is  applied to environmental toxicology and investigating the metabolic disturbance  induced by fipronil and its derivatives in aquatic organisms, providing a new  analytical method for this field.","Place: England","10.1039/d1an00490e","Animals;*Insecticides/analysis;Spectrometry;Mass;Electrospray Ionization;Liver/chemistry;*Zebrafish;Spectrometry, Mass, Electrospray Ionization;Mass Spectrometry;Liver",NA,NA
"609","rayyan-344225846","Molecular mechanisms of developmental toxicities of azoxystrobin and pyraclostrobin toward zebrafish ({Danio} rerio) embryos: {Visualization} of abnormal  development using two transgenic lines.",2021,2,NA,"Environmental pollution (Barking, Essex : 1987)","1873-6424 0269-7491",270,NA,"116087","Kim, Chaeeun and Choe, Hyeseung and Park, Jungeun and Kim, Gayoung and Kim, Kyeongnam and Jeon, Hwang-Ju and Moon, Joon-Kwan and Kim, Myoung-Jin and Lee, Sung-Eun","","eng","",NA,"Azoxystrobin (AZ) and pyraclostrobin (PY) are strobilurin fungicides that inhibit fungal mitochondrial respiration. In this study, a representative model,  zebrafish (Danio rerio), was used as a test species for acute and developmental  toxicity. Survival and malformation rates were observed only PY-treated embryos,  with an LC(50) value of 77.75 ppb accompanied by a dramatic decrease in hatching  rate, while AZ did not show great mortality. Morphological changes were observed  in PY-treated embryos with the occurrence of pericadial edema at 25 ppb. A delay  in growth was observed after treatment with pyraclostrobin at 50 ppb. Use of  genetically engineered Tg(cmlc:EGFP) allowed fluorescence observation during  heart development. PY interfered with normal heart development via upregulation  of the nppa gene responsible for the expression of natriuretic peptides. Heart  function was dramatically reduced as indicated by reduced heart rates. Increased  expression of the nppa gene was also seen in AZ-treated embryos. The expression  level of cyp24a1 was also up-regulated, while ugt1a1 and sult1st6 were  down-regulated after treatment of zebrafish embryos with AZ or PY. Overall,  strobilurin fungicides might inhibit normal heart formation and function within  the range of concentrations tested.","Place: England","10.1016/j.envpol.2020.116087","Animals;Pyraclostrobin;*Water Pollutants;Chemical;*Zebrafish;Embryo;Nonmammalian;Strobilurins/toxicity;Pyrimidines/toxicity;Azoxystrobin;Heart malformation;Transgenic zebrafishes",NA,NA
"610","rayyan-344225847","Organophosphate pesticides induce morphological abnormalities and decrease locomotor activity and heart rate in {Danio} rerio and {Xenopus} laevis.",2014,6,NA,"Environmental toxicology and chemistry","1552-8618 0730-7268",33,6,"1337--1345","Watson, Fiona L. and Schmidt, Hayden and Turman, Zackery K. and Hole, Natalie and Garcia, Hena and Gregg, Jonathan and Tilghman, Joseph and Fradinger, Erica A.","","eng","",NA,"Organophosphate pesticides (OPs), a class of acetylcholinesterase inhibitors, are used widely in agriculture to reduce insect populations. Because of the  conservation of acetylcholinesterase between invertebrates and vertebrates, OPs  also can adversely affect nontarget species, such as aquatic and terrestrial  animals. This study used uniform conditions to analyze the morphological and  physiological effects caused by developmental exposure to 3 commonly used  OPs-chlorpyrifos, dichlorvos, and diazinon-on 2 aquatic vertebrate species, Danio  rerio (zebrafish) and Xenopus laevis. Survival, locomotor activity, heart rate,  and gross anatomical abnormalities, including kyphosis and edema, were observed  over a 5-d period in response to OP concentrations ranging from 0 µM to 1000 µM.  Both zebrafish and Xenopus showed decreased survival for all 3 OPs at higher  concentrations. However, Xenopus showed higher mortality than zebrafish at lower  chlorpyrifos and dichlorvos concentrations. Both models showed a dose-dependent  decrease in heart rate and free-swimming larval activity in response to  chlorpyrifos and dichlorvos. In addition, kyphosis and decreased spine length  were prominent in Xenopus in response to 10 µM of chlorpyrifos and 0.1 µM  dichlorvos. Although diazinon induced no effects on skeletal and cardiac motor  activity in either species, it did induce cardiac edemas in zebrafish.  Differences in the biological actions of OPs and their differential effects in  these 2 vertebrate models demonstrate the importance of using common protocols  and multiple models to evaluate the ecotoxicology of OPs.","Place: United States","10.1002/etc.2559","Pesticides;Animals;Fish;Swimming;Ecotoxicology;Acetylcholinesterase inhibitors;Anurans;Toxic effects;Organophosphates/*toxicity;Environmental Pollutants/toxicity;Pesticides/toxicity;Motor Activity/*drug effects;Heart Rate/*drug effects;Xenopus laevis/*abnormalities/*physiology;Zebrafish/*abnormalities/*physiology;Heart Rate;Organophosphates;Motor Activity",NA,NA
"611","rayyan-344225849","A systems toxicology approach to elucidate the mechanisms involved in {RDX} species-specific sensitivity.",2012,7,NA,"Environmental science \& technology","1520-5851 0013-936X",46,14,"7790--7798","Warner, Christopher M. and Gust, Kurt A. and Stanley, Jacob K. and Habib, Tanwir and Wilbanks, Mitchell S. and Garcia-Reyero, Natàlia and Perkins, Edward J.","","eng","",NA,"Interspecies uncertainty factors in ecological risk assessment provide conservative estimates of risk where limited or no toxicity data is available. We  quantitatively examined the validity of interspecies uncertainty factors by  comparing the responses of zebrafish (Danio rerio) and fathead minnow (Pimephales  promelas) to the energetic compound 1,3,5-trinitroperhydro-1,3,5-triazine (RDX),  a known neurotoxicant. Relative toxicity was measured through transcriptional,  morphological, and behavioral end points in zebrafish and fathead minnow fry  exposed for 96 h to RDX concentrations ranging from 0.9 to 27.7 mg/L. Spinal  deformities and lethality occurred at 1.8 and 3.5 mg/L RDX respectively for  fathead minnow and at 13.8 and 27.7 mg/L for zebrafish, indicating that zebrafish  have an 8-fold greater tolerance for RDX than fathead minnow fry. The number and  magnitude of differentially expressed transcripts increased with increasing RDX  concentration for both species. Differentially expressed genes were enriched in  functions related to neurological disease, oxidative-stress, acute-phase  response, vitamin/mineral metabolism and skeletal/muscular disorders. Decreased  expression of collagen-coding transcripts were associated with spinal deformity  and likely involved in sensitivity to RDX. Our work provides a mechanistic  explanation for species-specific sensitivity to RDX where zebrafish responded at  lower concentrations with greater numbers of functions related to RDX tolerance  than fathead minnow. While the 10-fold interspecies uncertainty factor does  provide a reasonable cross-species estimate of toxicity in the present study, the  observation that the responses between ZF and FHM are markedly different does  initiate a call for concern regarding establishment of broad ecotoxicological  conclusions based on model species such as zebrafish.","Place: United States","10.1021/es300495c","Animals;Gene Expression Profiling;Species Specificity;Biological Assay;Survival Analysis;Software;Gene Expression Regulation/drug effects;RNA;Messenger/genetics/metabolism;Behavior;Animal/drug effects;Swimming/physiology;Zebrafish/genetics/*metabolism;Collagen/genetics/metabolism;Cyprinidae/genetics/*metabolism;Ecotoxicology/*methods;Spine/abnormalities/drug effects;Systems Biology/*methods;Triazines/*toxicity",NA,NA
"612","rayyan-344225850","Insights into the combined effects of environmental concentration of difenoconazole and tebuconazole on zebrafish early life stage.",2022,7,NA,"The Science of the total environment","1879-1026 0048-9697",830,NA,"154687","Jiang, Jinhua and Zhang, Changpeng and Wang, Luyan and Wang, Xiangyun and He, Hongmei and Wu, Shenggan and Zhao, Xueping","","eng","",NA,"Limited literature had focused on the combined effect of triazole fungicides on aquatic organisms at environmental concentrations. In this research,  difenoconazole (DIF) and tebuconazole (TEB) mixture exhibited additive effect on  the acute toxicity to zebrafish embryos. The transcriptomics and metabolomics  demonstrated DIF and TEB mixtures at aquatic life benchmark and environmental  concentration simultaneously influenced the lipid metabolism, arachidonic acid  metabolism, steroid hormone biosynthesis and tryptophan metabolism, but showed  diverse response patterns mediating the combined effects on zebrafish embryos  after 120 h exposure. The DIF and TEB mixture at aquatic life benchmark caused  combined effect on yolk sac resorption and metabolites, was less than the  additive effect of individual DIF and TEB. It was found environmental  concentration of DIF and TEB caused much lower levels of IFN and IL6, induced  higher levels of PGE(2), l-kynurenine and formylanthranilate in zebrafish larvae,  and their binary mixture caused synergistic effect on the accumulation of  metabolites in metabolic pathways, which might cause more negative effect and  risk on growth in zebrafish later life stages. Results further demonstrated that  adding arachidonic acid (AA) increased the transcripts of Pla(2), Ptgs1, Cyp19a  and Cxcl8b, allayed the accumulation of PLA(2) and 17β-E(2), and induced more  PGF2α, IFN and IL6 levels in zebrafish larvae, indicated AA metabolism might play  important regulatory roles on hormone synthesis and immune response caused by DIF  and TEB mixtures. Current results indicated the risk assessment of mixtures based  on single concentration may not precisely estimate the environmental risk and  health effect, it is crucially important to consider the multi-concentration  combinations, and more attention should be paid to the environmental  concentration.","Place: Netherlands","10.1016/j.scitotenv.2022.154687","Animals;Environmental concentration;Hormones;Synergistic effect;Triazole fungicides;Dioxolanes;Larva/metabolism;Zebrafish/metabolism;*Water Pollutants;Chemical/metabolism/toxicity;Omics;Triazoles/metabolism/toxicity;*Fungicides;Industrial/metabolism/toxicity;Arachidonic Acid/metabolism;Interleukin-6/metabolism;Phospholipases A2/metabolism;Zebrafish early life stage",NA,NA
"613","rayyan-344225851","Binding difference of fipronil with {GABAARs} in fruitfly and zebrafish: insights from homology modeling, docking, and molecular dynamics simulation studies.",2014,11,NA,"Journal of agricultural and food chemistry","1520-5118 0021-8561",62,44,"10646--10653","Zheng, Nan and Cheng, Jiagao and Zhang, Wei and Li, Weihua and Shao, Xusheng and Xu, Zhiping and Xu, Xiaoyong and Li, Zhong","","eng","",NA,"Fipronil, which targets GABAA receptors (GABAARs), is the first phenylpyrazole insecticide widely used in crop protection and public hygiene. However, its high  toxicity on fishes greatly limited its applications. In the present study, a  series of computational methods including homology modeling, docking, and  molecular dynamics simulation studies were integrated to explore the binding  difference of fipronil with GABAARs from fruitfly and zebrafish systems. It was  found that, in the zebrafish system, the H-bond between 6'Thr and fipronil  exerted key effects on the recognition of fipronil, which was absent in the  fruitfly system. On the other hand, in the fruitfly system, strong electrostatic  interaction between 2'Ala and fipronil was favorable to the binding of fipronil  but detrimental to the binding in the zebrafish system. These findings marked the  binding difference of fipronil with different GABAARs, which might be helpful in  designing selective insecticides against pests instead of fishes.","Place: United States","10.1021/jf503851z","Animals;fipronil;Amino Acid Sequence;Protein Binding;Molecular Docking Simulation;Molecular Sequence Data;Sequence Alignment;Molecular Dynamics Simulation;docking;homology modeling;molecular dynamics simulation;Zebrafish/genetics/*metabolism;Drosophila Proteins/*chemistry/genetics/metabolism;Drosophila/chemistry/genetics/*metabolism;GABAA receptors;Hydrogen Bonding;Insecticides/*chemistry/metabolism;Pyrazoles/*chemistry/metabolism;Receptors;GABA-A/*chemistry/metabolism;Zebrafish Proteins/*chemistry/genetics/metabolism",NA,NA
"614","rayyan-344225853","High-throughput preparation of radioprotective polymers via {Hantzsch}'s reaction for in vivo {X}-ray damage determination.",2020,12,NA,"Nature communications","2041-1723",11,1,"6214","Liu, Guoqiang and Zeng, Yuan and Lv, Tong and Mao, Tengfei and Wei, Yen and Jia, Shunji and Gou, Yanzi and Tao, Lei","","eng","",NA,"Radioprotectors for acute injuries caused by large doses of ionizing radiation are vital to national security, public health and future development of  humankind. Here, we develop a strategy to explore safe and efficient  radioprotectors by combining Hantzsch's reaction, high-throughput methods and  polymer chemistry. A water-soluble polymer with low-cytotoxicity and an excellent  anti-radiation capability has been achieved. In in vivo experiments, this polymer  is even better than amifostine, which is the only approved radioprotector for  clinical applications, in effectively protecting zebrafish embryos from fatally  large doses of ionizing radiation (80 Gy X-ray). A mechanistic study also reveals  that the radioprotective ability of this polymer originates from its ability to  efficiently prevent DNA damage due to high doses of radiation. This is an initial  attempt to explore polymer radioprotectors via a multi-component reaction. It  allows exploiting functional polymers and provides the underlying insights to  guide the design of radioprotective polymers.","","10.1038/s41467-020-20027-0","Animals;Mice;Cell Line;Molecular Structure;Comet Assay;Models;Chemical;Zebrafish/embryology;*X-Rays;Amifostine/pharmacology;Cell Survival/drug effects/radiation effects;Chemistry Techniques;Synthetic/*methods;DNA Damage/drug effects/radiation effects;Embryo;Nonmammalian/drug effects/embryology/*radiation effects;Fibroblasts/cytology/drug effects/*radiation effects;Polymers/*chemical synthesis/chemistry/pharmacology;Radiation-Protective Agents/*chemical synthesis/chemistry/pharmacology;Polymerization;Polymers",NA,NA
"615","rayyan-344225854","Determination and prediction of the binding interaction between organophosphate flame retardants and p53.",2014,11,NA,"Chemical research in toxicology","1520-5010 0893-228X",27,11,"1918--1925","Li, Fei and Yang, Xianhai and Li, Xuehua and Li, Renmin and Zhao, Jianmin and Wu, Huifeng","","eng","",NA,"Organophosphate flame retardants (OPFRs) have caused widespread concern because of the harm to the environment. In this study, to better explain the mechanism  for the binding of OPFRs with the tumor suppressor gene p53, an integrated  experimental and in silico approach was used. The binding constants of 10 OPFRs  were measured by surface plasmon resonance technology (SPR). The effect of OPFRs  on p53 gene and protein expression in ZF4 cells was determined by quantitative  real-time PCR and Western blotting. Molecular docking and dynamics simulation  were explored to find that the H-bonds and hydrophobic interactions were the  dominant interaction between OPFRs and p53. On the basis of the observed  interactions, proper molecular structural descriptors were used to build the  quantitative structure-activity relationship (QSAR) model. The current QSAR model  provided robustness, predictive ability, and mechanism interpretability. The  applicability domain of the QSAR was discussed by the Williams plot. The results  showed that H-bonds and electrostatic interaction governed the binding affinities  between OPFRs and p53.","Place: United States","10.1021/tx5002157","Animals;Zebrafish;Kinetics;Cell Line;Protein Binding;Molecular Docking Simulation;Quantitative Structure-Activity Relationship;Molecular Dynamics Simulation;Tumor Suppressor Protein p53/genetics/*metabolism;Hydrogen Bonding;Environmental Pollutants/chemistry/*metabolism/toxicity;Fibroblasts/drug effects/metabolism;Flame Retardants/*metabolism/toxicity;Organophosphates/chemistry/*metabolism/toxicity;Organophosphates",NA,NA
"616","rayyan-344225855","Differential protein profile in zebrafish ({Danio} rerio) brain under the joint exposure of methyl parathion and cadmium.",2012,11,NA,"Environmental science and pollution research international","1614-7499 0944-1344",19,9,"3925--3941","Ling, Xue-Ping and Lu, Ying-Hua and Huang, He-Qing","","eng","",NA,"As different chemicals, methyl parathion (MP) and cadmium (Cd) can induce neurotoxicity on the brain of aquatic ecosystems. This study aims to explore the  differential expression proteins in the brain induced by their joint stress and  their joint effects, which are poorly reported, and devotes finding novel  biomarkers for monitoring their contamination in water and assessing their  neurological effects. The bioaccumulation of MP and Cd in tissues after 96 h of  exposure was first analyzed by GC and inductively coupled plasma-MS to provide  insights into the interaction. Protein profile changes in the brains of the  zebrafish (Danio rerio) exposed to MP and Cd were further investigated using the  proteomic approach. The correlation of gene expression on the transcription level  of mRNA and the translation level of protein was examined by real-time  quantitative PCR and Western blotting analysis. It showed that Cd and MP have an  interaction on their bioaccumulation, which suggests that their joint effect over  96 h might be antagonistic. Proteomics revealed that 22 protein spots changed  their expression levels under stress, of which 16 proteins were identified using  MS. These proteins were involved in oxidation/reduction, metabolism, energy  production, receptor activity, and cytoskeleton assembly. Among them, five  proteins with a remarkable abundance change are significantly suggested to play  important roles in the joint effect. This work demonstrates that there exists an  interaction between MP and Cd toxicities, which may aid in our understanding of  the mechanism of neurotoxicity induced by joint stress. The results may also  provide the possibility of the establishment of candidate biomarkers for  monitoring MP and Cd contamination in water.","Place: Germany","10.1007/s11356-012-1037-3","Male;Animals;Gene Expression;Zebrafish;Biomarkers/metabolism;RNA;Messenger/metabolism;Brain/drug effects/*metabolism;Water Pollutants;Chemical/toxicity;Cadmium/*toxicity;Zebrafish Proteins/*metabolism;Methyl Parathion/*toxicity;Brain",NA,NA
"617","rayyan-344225857","Maternal-to-zygotic transition as a potential target for niclosamide during early embryogenesis.",2019,10,NA,"Toxicology and applied pharmacology","1096-0333 0041-008X",380,NA,"114699","Vliet, Sara M. F. and Dasgupta, Subham and Sparks, Nicole R. L. and Kirkwood, Jay S. and Vollaro, Alyssa and Hur, Manhoi and Zur Nieden, Nicole I. and Volz, David C.","","eng","",NA,"Niclosamide is an antihelminthic drug used worldwide for the treatment of tapeworm infections. Recent drug repurposing screens have highlighted the broad  bioactivity of niclosamide across diverse mechanisms of action. As a result,  niclosamide is being evaluated for a range of alternative drug-repurposing  applications, including the treatment of cancer, bacterial infections, and Zika  virus. As new applications of niclosamide will require non-oral delivery routes  that may lead to exposure in utero, it is important to understand the mechanism  of niclosamide toxicity during early stages of embryonic development. Previously,  we showed that niclosamide induces a concentration-dependent delay in epiboly  progression in the absence of effects on oxidative phosphorylation - a  well-established target for niclosamide. Therefore, the overall objective of this  study was to further examine the mechanism of niclosamide-induced epiboly delay  during zebrafish embryogenesis. Based on this study, we found that (1)  niclosamide exposure during early zebrafish embryogenesis resulted in a decrease  in yolk sac integrity with a concomitant decrease in the presence of yolk sac  actin networks and increase in cell size; (2) within whole embryos, niclosamide  exposure did not alter non-polar metabolites and lipids, but significantly  altered amino acids specific to aminoacyl-tRNA biosynthesis; (3) niclosamide  significantly altered transcripts related to translation, transcription, and mRNA  processing pathways; and (4) niclosamide did not significantly alter levels of  rRNA and tRNA. Overall, our findings suggest that niclosamide may be causing a  systemic delay in embryonic development by disrupting the translation of  maternally-supplied mRNAs, an effect that may be mediated through disruption of  aminoacyl-tRNA biosynthesis.","","10.1016/j.taap.2019.114699","Humans;Animals;Metabolomics;Cell Line;Zygote;*Zebrafish;Embryonic Development/*drug effects;Embryo;Nonmammalian/*drug effects/metabolism;*Embryonic development;Zebrafish/genetics/*metabolism;Niclosamide/*toxicity;*Maternal-to-zygotic transition;*Niclosamide;Anthelmintics/*toxicity;RNA/metabolism;Yolk Sac/drug effects/metabolism",NA,NA
"618","rayyan-344225858","Modeling acetylcholine esterase inhibition resulting from exposure to a mixture of atrazine and chlorpyrifos using a physiologically-based kinetic model in fish.",2021,6,NA,"The Science of the total environment","1879-1026 0048-9697",773,NA,"144734","Mit, Corentin and Tebby, Cleo and Gueganno, Tristan and Bado-Nilles, Anne and Beaudouin, Rémy","","eng","",NA,"Aquatic organisms are exposed to mixtures of chemicals that may interact. Mixtures of atrazine (ATR) and chlorpyrifos (CPF) may elicit synergic effects on  the permanent inhibition of acetylcholinesterase (AChE) in certain aquatic  organisms, causing severe damage. Mechanistic mathematical models of  toxicokinetics and toxicodynamics (TD) may be used to better characterize and  understand the interactions of these two chemicals. In this study, a previously  published generic physiologically-based toxicokinetic (PBTK) model for fish was  adapted to ATR and CPF. A sub-model of the kinetics of one of the main  metabolites of CPF, chlorpyrifos-oxon (CPF-oxon), was included, as well as a TD  model. Inhibition of two esterases, AChE and carboxylesterase, by ATR, CPF and  CPF-oxon, was modeled using TD modeling of quantities of total and inactive  esterases. Specific attention was given to the parameterization and calibration  of the model to accurately predict the concentration and effects observed in the  fish using Bayesian inference and published data from fathead minnow (Pimephales  promelas), zebrafish (Danio rerio) and common carp (Cyprinus carpio L.). A  PBTK-TD for mixtures was used to predict dose-response relationships for  comparison with available adult fish data. Synergistic effects of a joint  exposure to ATR and CPF could not be demonstrated in adult fish.","Place: Netherlands","10.1016/j.scitotenv.2020.144734","Animals;Atrazine;Zebrafish;Kinetics;Acetylcholinesterase;Chlorpyrifos;Acetylcholine;Carboxylesterase;Bayes Theorem;*Water Pollutants;Chemical/toxicity;*Insecticides/toxicity;*Chlorpyrifos/toxicity;Mixture;*Atrazine/toxicity;*Carps;PBTK-TD model",NA,NA
"619","rayyan-344225859","Aroclor 1254 and {BDE}-47 inhibit dopaminergic function manifesting as changes in locomotion behaviors in zebrafish embryos.",2018,2,NA,"Chemosphere","1879-1298 0045-6535",193,NA,"1207--1215","Tanaka, Yasuaki and Fujiwara, Mari and Shindo, Asako and Yin, Guojun and Kitazawa, Takio and Teraoka, Hiroki","","eng","",NA,"Contamination with polychlorinated biphenyls (PCBs) and polybrominated diphenyl ethers (PBDEs) in the environment is a major concern due to their persistent  bioaccumulative toxicity that can disturb neurobehavioral functions including  movements. Recently, it was reported that some PBDE including BDE-47 stimulates  locomotor activities of zebrafish embryos by unknown mechanism. In this study,  motor movements of the zebrafish embryo were used as a model system to evaluate  the neuronal toxicity of a non-coplanar PCB-dominant mixture (Aroclor 1254) and  BDE-47. Both organohalogens increased tail shaking and rotation of embryos in a  concentration-dependent manner. Chemical inhibition and gene knock-down of  tyrosine hydroxylase and vesicular monoamine transporter 2 (VMAT2) also induced  hyperactivities. Hyperactivities induced by these treatments were all inhibited  by supplementation of l-tyrosine and l-dopa, precursors of dopamine synthesis.  Both organohalogens reduced dopamine contents and increased the  3,4-dihydroxyphenylacetic acid (DOPAC)/dopamine ratio in whole embryos. The  results suggest that functional inhibition of dopaminergic neurons is involved in  hyperactivities of zebrafish embryos caused by Aroclor 1254 and BDE-47.","Place: England","10.1016/j.chemosphere.2017.11.138","Animals;Zebrafish;PBDE;Polychlorinated Biphenyls/*adverse effects;Zebrafish/*embryology;Catecholamine;Chlorodiphenyl (54\% Chlorine)/pharmacology/*therapeutic use;Halogenated Diphenyl Ethers/pharmacology/*therapeutic use;Motor movement;Non-coplanar PCB;Locomotion",NA,NA
"620","rayyan-344225862","Toxicity effects of profenofos on embryonic and larval development of {Zebrafish} ({Danio} rerio).",2015,3,NA,"Environmental toxicology and pharmacology","1872-7077 1382-6689",39,2,"887--897","Pamanji, Rajesh and Yashwanth, B. and Bethu, M. S. and Leelavathi, S. and Ravinder, K. and Rao, J. Venkateswara","","eng","",NA,"The aim of the present study was to evaluate the developmental toxicity of profenofos to early developing Zebrafish (Danio rerio) embryos (4h post  fertilization) in a static system at 1.0 to 2.25mg/L. Median lethal  concentrations (LC50) of profenofos at 24-h, 48-h, 72-h and 96-h were determined  as 2.04, 1.58, 1.57 and 1.56 mg/L, respectively. The hatching of embryos were  recorded at every 12h interval and the median hatching time (HT50) was also  calculated for each concentration. In a separate set of experiments, 96-h LC10  (0.74 mg/L) and LC50 (1.56 mg/L) concentrations were used to assess the  developmental toxicity in relation to behavior, morphology, and interactions with  the targeted enzyme acetylcholinesterase. Live video-microscopy revealed that the  profenofos exposed embryos exhibited an abnormal development, skeletal defects  and altered heart morphology in a concentration-dependent manner, which leads to  alterations in the swimming behavior of hatchlings at 144-h, which indicate that  developing zebrafish are sensitive to profenofos.","Place: Netherlands","10.1016/j.etap.2015.02.020","Animals;Developmental toxicity;Zebrafish;Swimming behavior;Insecticides/*toxicity;Acetylcholinesterase/metabolism;Behavior;Animal/drug effects;Embryonic Development/*drug effects;Motor Activity/drug effects;Cholinesterase Inhibitors/*toxicity;Zebrafish/abnormalities/*embryology/metabolism;Organothiophosphates/*toxicity;Adipose Tissue/abnormalities;Embryo;Nonmammalian/abnormalities/*drug effects/enzymology;Head/abnormalities;Heart Defects;Congenital/chemically induced;Profenofos;Tail/abnormalities;Yolk Sac/abnormalities",NA,NA
